0.0993775	-0.0101732
0.0991785	-0.0101556
0.0987812	-0.0101247
0.0981873	-0.0100844
0.0973991	-0.0100368
0.0964199	-0.00998373
0.0952537	-0.00992639
0.0939051	-0.00986579
0.0923796	-0.00980276
0.0906833	-0.00973792
0.0888232	-0.00967177
0.0868065	-0.00960467
0.0846416	-0.00953686
0.082337	-0.00946849
0.0799021	-0.00939961
0.0773465	-0.00933018
0.0746806	-0.00926011
0.0719149	-0.00918921
0.0690608	-0.00911725
0.0661294	-0.00904393
0.0631328	-0.00896891
0.0600828	-0.00889177
0.0569918	-0.00881202
0.0538722	-0.00872914
0.0507366	-0.0086425
0.0475976	-0.00855142
0.0444679	-0.00845515
0.04136	-0.00835282
0.0382866	-0.00824355
0.03526	-0.00812633
0.0322924	-0.00800011
0.0293958	-0.00786381
0.0265817	-0.00771628
0.0238615	-0.00755637
0.021246	-0.00738294
0.0187456	-0.00719486
0.0163703	-0.00699108
0.0141295	-0.00677061
0.0120319	-0.00653255
0.0100858	-0.00627614
0.00829882	-0.00600077
0.0066779	-0.00570595
0.00522934	-0.00539139
0.00395876	-0.00505697
0.00287107	-0.00470283
0.00197051	-0.00432943
0.00126057	-0.00393783
0.00074408	-0.00353006
0.000423108	-0.00310908
0.000299026	-0.00267548
0.000371457	-0.00222731
0.000638253	-0.00176285
0.00109749	-0.00127862
0.00174747	-0.000772866
0.00258566	-0.000248489
0.00360876	0.000290852
0.00481269	0.000841967
0.00619264	0.00140215
0.00774305	0.00196901
0.00945771	0.00254028
0.0113298	0.00311377
0.0133517	0.0036873
0.0155155	0.00425868
0.0178126	0.00482572
0.0202338	0.00538624
0.0227696	0.00593811
0.0254102	0.00647922
0.0281451	0.00700759
0.0309637	0.0075213
0.033855	0.0080186
0.0368079	0.00849788
0.0398108	0.00895771
0.0428522	0.00939686
0.0459204	0.00981427
0.0490035	0.0102091
0.0520896	0.0105807
0.0551668	0.0109286
0.0582233	0.0112526
0.0612471	0.0115526
0.0642267	0.0118286
0.0671505	0.0120809
0.0700071	0.0123097
0.0727856	0.0125156
0.0754751	0.0126992
0.0780652	0.0128611
0.0805458	0.013002
0.0829074	0.0131228
0.0851407	0.0132245
0.0872372	0.013308
0.0891886	0.0133744
0.0909875	0.013425
0.0926268	0.013461
0.0941003	0.0134839
0.0954022	0.0134951
0.0965276	0.0134965
0.0974721	0.0134898
0.098232	0.0134773
0.0988046	0.0134614
0.0991875	0.0134455
0.0993793	0.0134345
