   -0.159155     0.361172     0.188241     0.112545    0.0818217    0.0644554    0.0531645    0.0451921    0.0392414    0.0346172    0.0309115    0.0278688    0.0253205    0.0231508    0.0212775    0.0196404    0.0181949    0.0169066    0.0157489     0.014701    0.0137461    0.0128707    0.0120637    0.0113161    0.0106201   0.00996951   0.00935889   0.00878366   0.00823992   0.00772429   0.00723386    0.0067661   0.00631878   0.00588995   0.00547789   0.00508108   0.00469816   0.00432796   0.00396945   0.00362177   0.00328425   0.00295647   0.00263831   0.00233015   0.00203314   0.00174974   0.00148476   0.00124728   0.00105364  0.000929011  0.000887302   0.00092755   0.00105036   0.00124155   0.00147579   0.00173668   0.00201512   0.00230629   0.00260774    0.0029183    0.0032376   0.00356573   0.00390312   0.00425043   0.00460851   0.00497838    0.0053612   0.00575829   0.00617116    0.0066015    0.0070512   0.00752242   0.00801764   0.00853968   0.00909178   0.00967773    0.0103019    0.0109695    0.0116867    0.0124606    0.0133002    0.0142159    0.0152207    0.0163307     0.017566     0.018952    0.0205215    0.0223175    0.0243976    0.0268405     0.029757    0.0333082    0.0377383    0.0434361    0.0510623    0.0618442    0.0783709     0.107368      0.17613      0.22666    -0.151278    -0.776908
  -0.0372402    -0.203302     0.303145     0.153997    0.0948023    0.0704338     0.056448    0.0471985    0.0405602    0.0355315     0.031572    0.0283616    0.0256981    0.0234465    0.0215133    0.0198316    0.0183519    0.0170371    0.0158585    0.0147939    0.0138255    0.0129391    0.0121229    0.0113676    0.0106653    0.0100093   0.00939399   0.00881478   0.00826759   0.00774896    0.0072559   0.00678583   0.00633646   0.00590581   0.00549212   0.00509384   0.00470961   0.00433821   0.00397861   0.00362993   0.00329149   0.00296286   0.00264391   0.00233502   0.00203734   0.00175331   0.00148776   0.00124978   0.00105573  0.000930853  0.000889057  0.000929383   0.00105244   0.00124402   0.00147873   0.00174016    0.0020192   0.00231102   0.00261315   0.00292444   0.00324452    0.0035735   0.00391181   0.00426011   0.00461928   0.00499033   0.00537447   0.00577302   0.00618751   0.00661966    0.0070714   0.00754495   0.00804281   0.00856788   0.00912347   0.00971347    0.0103424    0.0110156    0.0117393    0.0125212    0.0133703    0.0142976    0.0153168    0.0164448    0.0177028    0.0191179    0.0207256    0.0225726    0.0247222    0.0272627    0.0303208    0.0340859     0.038855    0.0451259    0.0538069    0.0667801    0.0888074     0.137225     0.147129    -0.159281   -0.0368285    -0.525687
  -0.0129537   -0.0683672    -0.230208     0.288016     0.141712    0.0866549    0.0644244    0.0517983    0.0434801    0.0375104     0.032979    0.0293996    0.0264865    0.0240598    0.0220001    0.0202244    0.0186735    0.0173037     0.016082     0.014983    0.0139868    0.0130777    0.0122429     0.011472    0.0107566    0.0100895   0.00946486   0.00887755   0.00832337   0.00779866   0.00730029   0.00682554   0.00637204   0.00593771   0.00552074   0.00511952   0.00473263   0.00435882   0.00399702   0.00364633   0.00330604    0.0029757   0.00265517   0.00234481   0.00204576   0.00176047   0.00149378    0.0012548   0.00105995   0.00093455  0.000892579  0.000933064   0.00105661   0.00124897   0.00148464   0.00174717    0.0020274    0.0023205   0.00262401   0.00293678   0.00325844   0.00358911   0.00392926   0.00427956   0.00464091   0.00501436   0.00540114   0.00580262   0.00622038   0.00665619   0.00711207    0.0075903    0.0080935   0.00862469   0.00918735   0.00978556    0.0104241    0.0111086    0.0118458    0.0126438    0.0135123    0.0144635    0.0155121    0.0166769    0.0179817    0.0194572    0.0211443    0.0230978    0.0253941    0.0281424    0.0315059    0.0357398    0.0412704    0.0488734    0.0601399    0.0789638     0.117223     0.105706    -0.145284   -0.0658584   -0.0129203    -0.382933
 -0.00657162   -0.0296844   -0.0858029    -0.240318     0.280951     0.135292    0.0819326    0.0606814    0.0487378    0.0409221    0.0353349     0.031102    0.0277601    0.0250393    0.0227704    0.0208416    0.0191759    0.0177182     0.016428    0.0152747     0.014235    0.0132905    0.0124267    0.0116317    0.0108961     0.010212    0.0095728   0.00897307   0.00840817   0.00787416   0.00736766   0.00688578   0.00642597   0.00598605   0.00556409   0.00515839   0.00476745   0.00438998   0.00402485   0.00367111   0.00332803    0.0029951   0.00267218   0.00235959   0.00205848   0.00177129   0.00150287   0.00126237    0.0010663  0.000940132  0.000897897  0.000938619   0.00106291   0.00125643   0.00149356   0.00175774   0.00203978   0.00233482   0.00264041    0.0029554   0.00327945    0.0036127   0.00395563   0.00430896   0.00467361    0.0050507   0.00544148   0.00584741   0.00627014   0.00671153    0.0071737   0.00765906   0.00817041   0.00871095   0.00928443   0.00989522    0.0105485    0.0112504    0.0120083    0.0128312      0.01373    0.0147182    0.0158128    0.0170354     0.018414    0.0199855    0.0217996    0.0239255     0.026462    0.0295565    0.0334391    0.0384929    0.0454076    0.0555662     0.072145      0.10235    0.0785168    -0.122592    -0.079156    -0.029409  -0.00656385    -0.291866
 -0.00397449   -0.0170471   -0.0408903   -0.0939615    -0.245672     0.276827     0.131313    0.0788274    0.0581075    0.0465552    0.0390413    0.0336933    0.0296534    0.0264698    0.0238803    0.0217215    0.0198861       0.0183    0.0169108    0.0156799    0.0145784    0.0135839    0.0126793    0.0118506    0.0110869    0.0103791   0.00971991   0.00910305   0.00852341   0.00797663   0.00745901   0.00696737   0.00649896   0.00605142   0.00562266   0.00521088   0.00481446   0.00443203   0.00406239   0.00370453   0.00335765   0.00302123   0.00269508    0.0023795    0.0020756   0.00178585    0.0015151   0.00127256   0.00107486   0.00094764  0.000905049   0.00094609   0.00107138   0.00126648   0.00150557   0.00177196   0.00205643   0.00235409   0.00266248   0.00298047   0.00330774   0.00364446   0.00399115   0.00434857   0.00471769   0.00509969   0.00549591   0.00590788   0.00633735   0.00678632   0.00725705   0.00775215   0.00827462   0.00882797   0.00941627    0.0100443    0.0107179    0.0114439    0.0122305     0.013088     0.014029    0.0150692    0.0162287    0.0175334    0.0190177    0.0207278    0.0227277    0.0251091    0.0280081    0.0316364    0.0363429    0.0427456    0.0520381    0.0667104    0.0900259    0.0596324    -0.102473   -0.0817507   -0.0400135   -0.0169715  -0.00397177    -0.228965
  -0.0026658   -0.0111592   -0.0249667   -0.0468454   -0.0987347    -0.249013     0.274104     0.128585    0.0766144    0.0562156    0.0449083      0.03759    0.0324013    0.0284933    0.0254202    0.0229242    0.0208453    0.0190785    0.0175518    0.0162144    0.0150287     0.013967    0.0130078    0.0121343    0.0113334    0.0105946   0.00990907   0.00926985   0.00867103    0.0081077   0.00757568   0.00707145   0.00659198   0.00613464   0.00569717   0.00527758   0.00487416    0.0044854      0.00411   0.00374689   0.00339519   0.00305433   0.00272407   0.00240469   0.00209727   0.00180427   0.00153057   0.00128545   0.00108567  0.000957133  0.000914092  0.000955537   0.00108209   0.00127918   0.00152074   0.00178995   0.00207749   0.00237846    0.0026904    0.0030122   0.00334355   0.00368468   0.00403614   0.00439876   0.00477358   0.00516185     0.005565   0.00598468   0.00642279   0.00688147    0.0073632   0.00787082   0.00840763   0.00897752   0.00958502    0.0102356    0.0109356     0.011693    0.0125174    0.0134206    0.0144176    0.0155271    0.0167739      0.01819    0.0198192    0.0217215    0.0239828      0.02673    0.0301591    0.0345886    0.0405685    0.0491085    0.0620379     0.079477    0.0461354   -0.0860465   -0.0801816   -0.0450007   -0.0247054   -0.0111295   -0.0026646    -0.183533
 -0.00191487  -0.00790834   -0.0170789   -0.0295822    -0.050569    -0.101891    -0.251312     0.272159     0.126584    0.0749454    0.0547559    0.0436124    0.0364277    0.0313505    0.0275365    0.0245435    0.0221163    0.0200968    0.0183818    0.0169005    0.0156029    0.0144524    0.0134219    0.0124904    0.0116418    0.0108631    0.0101442   0.00947666   0.00885366   0.00826952   0.00771948   0.00719954   0.00670628   0.00623678   0.00578851   0.00535928   0.00494721   0.00455065   0.00416817   0.00379861     0.003441   0.00309471   0.00275942   0.00243539   0.00212367   0.00182671   0.00154941   0.00130114   0.00109884  0.000968686  0.000925096   0.00096703   0.00109513   0.00129464   0.00153921   0.00181184   0.00210312   0.00240813    0.0027244   0.00305084   0.00338719   0.00373371   0.00409102   0.00446001   0.00484182   0.00523779   0.00564947   0.00607867   0.00652744   0.00699815   0.00749351   0.00801669   0.00857139   0.00916195   0.00979354    0.0104723    0.0112058    0.0120032    0.0128757    0.0138375    0.0149067    0.0161066    0.0174679    0.0190318    0.0208553    0.0230192    0.0256423    0.0289058    0.0330991    0.0387059    0.0465549    0.0578558    0.0703654    0.0362809   -0.0728727   -0.0767084   -0.0474259   -0.0290047   -0.0169703  -0.00789413  -0.00191426    -0.149755
 -0.00144439  -0.00591604    -0.012514   -0.0207767   -0.0326271   -0.0531361     -0.10415    -0.253002     0.270689     0.125042    0.0736325    0.0535872    0.0425584    0.0354691    0.0304727    0.0267278    0.0237946    0.0214193    0.0194453    0.0177701    0.0163241    0.0150576     0.013935    0.0129292    0.0120199    0.0111911    0.0104304    0.0097276   0.00907466   0.00846487   0.00789271   0.00735355   0.00684348   0.00635919   0.00589783   0.00545695   0.00503445   0.00462849   0.00423751   0.00386021   0.00349553   0.00314273   0.00280145   0.00247187   0.00215503   0.00185334   0.00157177   0.00131976   0.00111446  0.000982391  0.000938148  0.000980663   0.00111058   0.00131297   0.00156111   0.00183781   0.00213354   0.00244335   0.00276477   0.00309674   0.00343904     0.003792   0.00415629   0.00453291   0.00492309    0.0053283   0.00575025   0.00619091   0.00665256   0.00713782   0.00764973   0.00819185   0.00876837   0.00938426    0.0100454    0.0107591    0.0115341    0.0123812    0.0133141      0.01435    0.0155112     0.016827    0.0183367    0.0200945    0.0221764    0.0246935    0.0278128    0.0317952    0.0370589    0.0442568     0.054035    0.0624779    0.0289539   -0.0623061   -0.0723789   -0.0484149   -0.0316052   -0.0205291   -0.0124597  -0.00590833  -0.00144404    -0.124094
 -0.00113026  -0.00460417  -0.00961022    -0.015551   -0.0233243    -0.034802   -0.0550265    -0.105858    -0.254307     0.269532     0.123809    0.0725651    0.0526234     0.041678    0.0346591    0.0297229    0.0260303    0.0231426    0.0208074    0.0188686    0.0172248    0.0158064    0.0145648    0.0134642    0.0124783    0.0115869    0.0107742    0.0100279    0.0093383   0.00869725   0.00809825   0.00753587   0.00700558   0.00650356   0.00602655   0.00557179   0.00513689   0.00471979   0.00431876   0.00393232   0.00355931   0.00319886   0.00285054   0.00251447   0.00219162   0.00188442   0.00159784   0.00134146   0.00113266   0.00099836  0.000953354  0.000996545   0.00112859   0.00133432   0.00158664   0.00186807   0.00216899   0.00248441   0.00281185   0.00315029   0.00349957   0.00386008   0.00423258   0.00461818   0.00501823   0.00543436   0.00586846   0.00632272   0.00679968    0.0073023     0.007834   0.00839885   0.00900165   0.00964815    0.0103453    0.0111015    0.0119274    0.0128359    0.0138438    0.0149724    0.0162497    0.0177134    0.0194146    0.0214253    0.0238488    0.0268384    0.0306266    0.0355672    0.0421452    0.0505093    0.0556459    0.0234178   -0.0537737   -0.0677429   -0.0485036   -0.0332147   -0.0228765   -0.0154243   -0.0095797  -0.00459959  -0.00113005    -0.104254
-0.000910155  -0.00369352  -0.00763968   -0.0121548   -0.0177198   -0.0251995   -0.0364449   -0.0564869    -0.107205    -0.255353      0.26859     0.122793    0.0716737    0.0518091    0.0409262    0.0339604    0.0290702    0.0254179    0.0225657    0.0202617    0.0183508    0.0167317    0.0153355    0.0141137     0.013031    0.0120611    0.0111841    0.0103844   0.00965002   0.00897107   0.00833971   0.00774949   0.00719505   0.00667195   0.00617642   0.00570527   0.00525577   0.00482561   0.00441281   0.00401571   0.00363299   0.00326366   0.00290717   0.00256357   0.00223377   0.00192019   0.00162785   0.00136643    0.0011536   0.00101673  0.000970841   0.00101481    0.0011493   0.00135888   0.00161599   0.00190288   0.00220979   0.00253167   0.00286606   0.00321199   0.00356934    0.0039386   0.00432064   0.00471668   0.00512824   0.00555713   0.00600546   0.00647568   0.00697068   0.00749378   0.00804894   0.00864083     0.009275   0.00995822    0.0106987    0.0115065    0.0123944    0.0133783    0.0144789    0.0157231    0.0171466    0.0187981    0.0207453    0.0230841     0.025954    0.0295596    0.0341921    0.0401785    0.0472418    0.0497244    0.0191744   -0.0468199   -0.0631025   -0.0479938   -0.0341813   -0.0244912   -0.0174868    -0.012082  -0.00762101  -0.00369061  -0.00091002   -0.0886782
