0.0999507	0.474178
0.0997535	0.439292
0.09936	0.417674
0.0987718	0.411791
0.097991	0.415753
0.0970208	0.425751
0.0958651	0.439346
0.0945283	0.454878
0.0930159	0.471135
0.0913336	0.487178
0.0894883	0.502233
0.087487	0.515631
0.0853379	0.526764
0.0830493	0.535066
0.0806302	0.539988
0.0780903	0.540989
0.0754395	0.537526
0.0726883	0.529041
0.0698476	0.514956
0.0669285	0.494663
0.0639427	0.467515
0.0609018	0.432815
0.0578179	0.389807
0.0547031	0.337661
0.0515698	0.275456
0.0484302	0.202165
0.0452969	0.116626
0.0421821	0.0175131
0.0390982	-0.096703
0.0360573	-0.227809
0.0330715	-0.377922
0.0301524	-0.549584
0.0273117	-0.745895
0.0245605	-0.970703
0.0219097	-1.22886
0.0193698	-1.5266
0.0169507	-1.87205
0.0146621	-2.27607
0.012513	-2.75334
0.0105117	-3.32416
0.00866638	-4.01707
0.00698413	-4.87294
0.00547166	-5.95102
0.00413491	-7.33754
0.00297917	-9.15509
0.00200901	-11.5615
0.00122824	-14.6907
0.000639951	-18.387
0.000246464	-21.5343
4.93318e-05	-21.7779
4.93318e-05	-17.954
0.000246464	-11.9392
0.000639951	-6.58064
0.00122824	-3.06675
0.00200901	-1.0678
0.00297917	0.00079286
0.00413491	0.543513
0.00547166	0.792084
0.00698413	0.874058
0.00866638	0.860294
0.0105117	0.791199
0.012513	0.690564
0.0146621	0.572854
0.0169507	0.447149
0.0193698	0.319311
0.0219097	0.19322
0.0245605	0.0714993
0.0273117	-0.0440586
0.0301524	-0.152222
0.0330715	-0.252154
0.0360573	-0.343295
0.0390982	-0.425296
0.0421821	-0.497956
0.0452969	-0.56119
0.0484302	-0.614994
0.0515698	-0.659426
0.0547031	-0.694586
0.0578179	-0.720604
0.0609018	-0.737632
0.0639427	-0.745835
0.0669285	-0.745386
0.0698476	-0.73647
0.0726883	-0.71928
0.0754395	-0.694024
0.0780903	-0.660926
0.0806302	-0.620237
0.0830493	-0.572237
0.0853379	-0.517248
0.087487	-0.455637
0.0894883	-0.387828
0.0913336	-0.314304
0.0930159	-0.235605
0.0945283	-0.152318
0.0958651	-0.0650412
0.0970208	0.0257016
0.097991	0.119646
0.0987718	0.217197
0.09936	0.3203
0.0997535	0.433012
0.0999507	0.528496
