0.0987104	-0.00462819
0.104827	-0.00529629
0.393938	-0.0212983
0.396696	-0.0358431
0.386583	-0.0380765
0.393281	-0.0550313
0.353212	-0.0616554
0.317202	-0.044834
0.331962	-0.0115553
0.327126	-0.0198835
0.324516	-0.00310664
0.316498	-0.0111376
0.315878	-0.023124
0.325766	-0.0303716
0.337847	-0.016777
0.33668	0.00417561
0.329967	0.0191803
0.321428	0.0311395
0.311326	0.0410405
0.299897	0.0490273
0.287439	0.0550664
0.274274	0.0590979
0.260724	0.0610709
0.247099	0.0609414
0.233675	0.0586262
0.22067	0.0538107
0.208643	0.0446972
0.208623	0.0336978
0.211692	0.0397948
0.215399	0.0344813
0.213944	0.0266858
0.21096	0.0196542
0.20674	0.0130015
0.201508	0.0068175
0.195358	0.00124749
0.188453	-0.00356116
0.180974	-0.00749604
0.173112	-0.0104858
0.165067	-0.0125036
0.15703	-0.0135656
0.149181	-0.0137293
0.141668	-0.0130943
0.134574	-0.0118127
0.12786	-0.0101017
0.121356	-0.00823585
0.114853	-0.00651692
0.108206	-0.00518434
